"path","kind","component","proposed_dest","reason","path_style","ambiguous","reads","writes","includes_images","functions_defined","git_status","size_bytes","moved_phase2"
"Exploring CV/spread_by_penalty_r200.png","output","cv","output/cv/basic_dgp/figures/spread_by_penalty_r200.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",103194,TRUE
"Exploring CV/spread_by_penalty_r500.png","dead","cv","archive/exploring_cv/spread_by_penalty_r500.png","0-byte png; failed/aborted device write; the r200 version exists; deletion candidate","none",FALSE,"","","","","tracked, clean",0,TRUE
"Exploring CV/tune_grid_r5.png","output","cv","output/cv/basic_dgp/figures/tune_grid_r5.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",32220,TRUE
"Exploring CV/tune01_r5.rds","result","cv","archive/exploring_cv/tune01_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5434,TRUE
"Exploring CV/tune01_r500.rds","result","cv","archive/exploring_cv/tune01_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",417747,TRUE
"Exploring CV/tune02_r5.rds","result","cv","archive/exploring_cv/tune02_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3660,TRUE
"Exploring CV/tune02_r500.rds","result","cv","archive/exploring_cv/tune02_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",269466,TRUE
"Exploring CV/tune03_r5.rds","result","cv","archive/exploring_cv/tune03_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2641,TRUE
"Exploring CV/tune03_r500.rds","result","cv","archive/exploring_cv/tune03_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",194047,TRUE
"Exploring CV/tune04_r5.rds","result","cv","archive/exploring_cv/tune04_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5383,TRUE
"Exploring CV/tune04_r500.rds","result","cv","archive/exploring_cv/tune04_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419657,TRUE
"Exploring CV/tune05_r5.rds","result","cv","archive/exploring_cv/tune05_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3753,TRUE
"Exploring CV/tune05_r500.rds","result","cv","archive/exploring_cv/tune05_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",274146,TRUE
"Exploring CV/tune06_r5.rds","result","cv","archive/exploring_cv/tune06_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2669,TRUE
"Exploring CV/tune06_r500.rds","result","cv","archive/exploring_cv/tune06_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",189915,TRUE
"Exploring CV/tune07_r5.rds","result","cv","archive/exploring_cv/tune07_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5417,TRUE
"Exploring CV/tune07_r500.rds","result","cv","archive/exploring_cv/tune07_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",418276,TRUE
"Exploring CV/tune08_r5.rds","result","cv","archive/exploring_cv/tune08_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3479,TRUE
"Exploring CV/tune08_r500.rds","result","cv","archive/exploring_cv/tune08_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",261618,TRUE
"Exploring CV/tune09_r5.rds","result","cv","archive/exploring_cv/tune09_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2585,TRUE
"Exploring CV/tune09_r500.rds","result","cv","archive/exploring_cv/tune09_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",184371,TRUE
"Exploring CV/tune10_r5.rds","result","cv","archive/exploring_cv/tune10_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5382,TRUE
"Exploring CV/tune10_r500.rds","result","cv","archive/exploring_cv/tune10_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",421034,TRUE
"Exploring CV/tune11_r5.rds","result","cv","archive/exploring_cv/tune11_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3730,TRUE
"Exploring CV/tune11_r500.rds","result","cv","archive/exploring_cv/tune11_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",274188,TRUE
"Exploring CV/tune12_r5.rds","result","cv","archive/exploring_cv/tune12_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2585,TRUE
"Exploring CV/tune12_r500.rds","result","cv","archive/exploring_cv/tune12_r500.rds","family tune: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",187624,TRUE
"Exploring CV/tune2_01_r500.rds","result","cv","results/cv/basic_dgp/tune2_01_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",414290,TRUE
"Exploring CV/tune2_02_r500.rds","result","cv","results/cv/basic_dgp/tune2_02_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",272699,TRUE
"Exploring CV/tune2_03_r500.rds","result","cv","results/cv/basic_dgp/tune2_03_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",182600,TRUE
"Exploring CV/tune2_04_r500.rds","result","cv","results/cv/basic_dgp/tune2_04_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",418099,TRUE
"Exploring CV/tune2_05_r500.rds","result","cv","results/cv/basic_dgp/tune2_05_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",280291,TRUE
"Exploring CV/tune2_06_r500.rds","result","cv","results/cv/basic_dgp/tune2_06_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",188340,TRUE
"Exploring CV/tune2_07_r500.rds","result","cv","results/cv/basic_dgp/tune2_07_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419914,TRUE
"Exploring CV/tune2_08_r500.rds","result","cv","results/cv/basic_dgp/tune2_08_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",239190,TRUE
"Exploring CV/tune2_09_r500.rds","result","cv","results/cv/basic_dgp/tune2_09_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",193131,TRUE
"Exploring CV/tune2_10_r500.rds","result","cv","results/cv/basic_dgp/tune2_10_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419721,TRUE
"Exploring CV/tune2_11_r500.rds","result","cv","results/cv/basic_dgp/tune2_11_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",255653,TRUE
"Exploring CV/tune2_12_r500.rds","result","cv","results/cv/basic_dgp/tune2_12_r500.rds","family tune2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",194625,TRUE
"Exploring CV/tune3_01_r500.rds","result","cv","results/cv/basic_dgp/tune3_01_r500.rds","family tune3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",274139,TRUE
"Exploring CV/tune3_02_r500.rds","result","cv","results/cv/basic_dgp/tune3_02_r500.rds","family tune3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",266309,TRUE
"Exploring CV/tune3_03_r500.rds","result","cv","results/cv/basic_dgp/tune3_03_r500.rds","family tune3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",239165,TRUE
"Exploring CV/tune3_04_r500.rds","result","cv","results/cv/basic_dgp/tune3_04_r500.rds","family tune3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",277221,TRUE
"Exploring CV/tune3_05_r500.rds","result","cv","results/cv/basic_dgp/tune3_05_r500.rds","family tune3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",280602,TRUE
"Exploring CV/tune4_01_r500.rds","result","cv","results/cv/basic_dgp/tune4_01_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",412801,TRUE
"Exploring CV/tune4_02_r500.rds","result","cv","results/cv/basic_dgp/tune4_02_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",269081,TRUE
"Exploring CV/tune4_03_r500.rds","result","cv","results/cv/basic_dgp/tune4_03_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",188426,TRUE
"Exploring CV/tune4_04_r500.rds","result","cv","results/cv/basic_dgp/tune4_04_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",142648,TRUE
"Exploring CV/tune4_05_r500.rds","result","cv","results/cv/basic_dgp/tune4_05_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",420075,TRUE
"Exploring CV/tune4_06_r500.rds","result","cv","results/cv/basic_dgp/tune4_06_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",248104,TRUE
"Exploring CV/tune4_07_r500.rds","result","cv","results/cv/basic_dgp/tune4_07_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",166787,TRUE
"Exploring CV/tune4_08_r500.rds","result","cv","results/cv/basic_dgp/tune4_08_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",159156,TRUE
"Exploring CV/tune4_09_r500.rds","result","cv","results/cv/basic_dgp/tune4_09_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419761,TRUE
"Exploring CV/tune4_10_r500.rds","result","cv","results/cv/basic_dgp/tune4_10_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",254347,TRUE
"Exploring CV/tune4_11_r500.rds","result","cv","results/cv/basic_dgp/tune4_11_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",187061,TRUE
"Exploring CV/tune4_12_r500.rds","result","cv","results/cv/basic_dgp/tune4_12_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",139097,TRUE
"Exploring CV/tune4_13_r500.rds","result","cv","results/cv/basic_dgp/tune4_13_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419022,TRUE
"Exploring CV/tune4_14_r500.rds","result","cv","results/cv/basic_dgp/tune4_14_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",250101,TRUE
"Exploring CV/tune4_15_r500.rds","result","cv","results/cv/basic_dgp/tune4_15_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",187457,TRUE
"Exploring CV/tune4_16_r500.rds","result","cv","results/cv/basic_dgp/tune4_16_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",139916,TRUE
"Exploring CV/tune4_17_r500.rds","result","cv","results/cv/basic_dgp/tune4_17_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",420965,TRUE
"Exploring CV/tune4_18_r500.rds","result","cv","results/cv/basic_dgp/tune4_18_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",256926,TRUE
"Exploring CV/tune4_19_r1000.rds","result","cv","results/cv/basic_dgp/tune4_19_r1000.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","untracked",396282,TRUE
"Exploring CV/tune4_19_r500.rds","result","cv","results/cv/basic_dgp/tune4_19_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",196414,TRUE
"Exploring CV/tune4_20_r500.rds","result","cv","results/cv/basic_dgp/tune4_20_r500.rds","family tune4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",157765,TRUE
"Exploring CV/tunea_01_r5.rds","result","cv","archive/exploring_cv/tunea_01_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5451,TRUE
"Exploring CV/tunea_01_r50.rds","result","cv","results/cv/basic_dgp/tunea_01_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",43142,TRUE
"Exploring CV/tunea_02_r5.rds","result","cv","archive/exploring_cv/tunea_02_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5363,TRUE
"Exploring CV/tunea_02_r50.rds","result","cv","results/cv/basic_dgp/tunea_02_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42739,TRUE
"Exploring CV/tunea_03_r5.rds","result","cv","archive/exploring_cv/tunea_03_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5372,TRUE
"Exploring CV/tunea_03_r50.rds","result","cv","results/cv/basic_dgp/tunea_03_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42632,TRUE
"Exploring CV/tunea_04_r5.rds","result","cv","archive/exploring_cv/tunea_04_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5434,TRUE
"Exploring CV/tunea_04_r50.rds","result","cv","results/cv/basic_dgp/tunea_04_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42758,TRUE
"Exploring CV/tunea_05_r5.rds","result","cv","archive/exploring_cv/tunea_05_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5394,TRUE
"Exploring CV/tunea_05_r50.rds","result","cv","results/cv/basic_dgp/tunea_05_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42757,TRUE
"Exploring CV/tunea_06_r5.rds","result","cv","archive/exploring_cv/tunea_06_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5397,TRUE
"Exploring CV/tunea_06_r50.rds","result","cv","results/cv/basic_dgp/tunea_06_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42764,TRUE
"Exploring CV/tunea_07_r5.rds","result","cv","archive/exploring_cv/tunea_07_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5410,TRUE
"Exploring CV/tunea_07_r50.rds","result","cv","results/cv/basic_dgp/tunea_07_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42983,TRUE
"Exploring CV/tunea_08_r5.rds","result","cv","archive/exploring_cv/tunea_08_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5345,TRUE
"Exploring CV/tunea_08_r50.rds","result","cv","results/cv/basic_dgp/tunea_08_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42909,TRUE
"Exploring CV/tunea_09_r5.rds","result","cv","archive/exploring_cv/tunea_09_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5369,TRUE
"Exploring CV/tunea_09_r50.rds","result","cv","results/cv/basic_dgp/tunea_09_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42847,TRUE
"Exploring CV/tunea_10_r5.rds","result","cv","archive/exploring_cv/tunea_10_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5445,TRUE
"Exploring CV/tunea_10_r50.rds","result","cv","results/cv/basic_dgp/tunea_10_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",43201,TRUE
"Exploring CV/tunea_11_r5.rds","result","cv","archive/exploring_cv/tunea_11_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5401,TRUE
"Exploring CV/tunea_11_r50.rds","result","cv","results/cv/basic_dgp/tunea_11_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",43122,TRUE
"Exploring CV/tunea_12_r5.rds","result","cv","archive/exploring_cv/tunea_12_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5367,TRUE
"Exploring CV/tunea_12_r50.rds","result","cv","results/cv/basic_dgp/tunea_12_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42811,TRUE
"Exploring CV/tunea_13_r5.rds","result","cv","archive/exploring_cv/tunea_13_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5365,TRUE
"Exploring CV/tunea_13_r50.rds","result","cv","results/cv/basic_dgp/tunea_13_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",42597,TRUE
"Exploring CV/tunea_14_r5.rds","result","cv","archive/exploring_cv/tunea_14_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3684,TRUE
"Exploring CV/tunea_14_r50.rds","result","cv","results/cv/basic_dgp/tunea_14_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",28151,TRUE
"Exploring CV/tunea_15_r5.rds","result","cv","archive/exploring_cv/tunea_15_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2724,TRUE
"Exploring CV/tunea_15_r50.rds","result","cv","results/cv/basic_dgp/tunea_15_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",20365,TRUE
"Exploring CV/tunea_16_r5.rds","result","cv","archive/exploring_cv/tunea_16_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",5439,TRUE
"Exploring CV/tunea_16_r50.rds","result","cv","results/cv/basic_dgp/tunea_16_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",43159,TRUE
"Exploring CV/tunea_17_r5.rds","result","cv","archive/exploring_cv/tunea_17_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3468,TRUE
"Exploring CV/tunea_17_r50.rds","result","cv","results/cv/basic_dgp/tunea_17_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",26730,TRUE
"Exploring CV/tunea_18_r5.rds","result","cv","archive/exploring_cv/tunea_18_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2756,TRUE
"Exploring CV/tunea_18_r50.rds","result","cv","results/cv/basic_dgp/tunea_18_r50.rds","50-rep alpha grid; producer run_alpha_x_overlap_x_density_50reps__tunea.R; not in keep_fam of prep_cv_summary.R","none",FALSE,"","","","","tracked, clean",20402,TRUE
"Exploring CV/tunea2_01_r500.rds","result","cv","results/cv/basic_dgp/tunea2_01_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",415983,TRUE
"Exploring CV/tunea2_02_r500.rds","result","cv","results/cv/basic_dgp/tunea2_02_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416265,TRUE
"Exploring CV/tunea2_03_r500.rds","result","cv","results/cv/basic_dgp/tunea2_03_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416472,TRUE
"Exploring CV/tunea2_04_r500.rds","result","cv","results/cv/basic_dgp/tunea2_04_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",418780,TRUE
"Exploring CV/tunea2_05_r500.rds","result","cv","results/cv/basic_dgp/tunea2_05_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416915,TRUE
"Exploring CV/tunea2_06_r500.rds","result","cv","results/cv/basic_dgp/tunea2_06_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416542,TRUE
"Exploring CV/tunea2_07_r500.rds","result","cv","results/cv/basic_dgp/tunea2_07_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",418732,TRUE
"Exploring CV/tunea2_08_r500.rds","result","cv","results/cv/basic_dgp/tunea2_08_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419458,TRUE
"Exploring CV/tunea2_09_r500.rds","result","cv","results/cv/basic_dgp/tunea2_09_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",417637,TRUE
